English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,Chr,English Content,Chr Count for SMS,Translation,Character Count,Chr Count for USSD Screens,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,About grants,12,Kuhusu msaada ya kijamii,24,12,Recognised refugees can get social assistance under certain circumstances. This doesn’t apply to asylum seekers.,112,Wakimbizi wanaotambulika hupata usaidizi wa kijamii kutokana na hali yao. Haiombi wanaotafuta hifadhi,101,148,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,Disability,10,Ulemavu,7,10,This is a temporary or permanent monthly grant for recognised refugees who can’t work due to a mental or physical disability. Recognised refugees who are foster parents of a disabled child under 18 can apply for a care dependency grant.,236,Msaada wa kila mwezi utakuwa wa muda au kudumu kwa wakimbizi wanajulikana ambao hawaezi fanya kazi kwa sababu ya ulemavyo. Wakimbizi wanatambulika kuwa walezi wa mtoto mlemavu chini ya miak 18  huweza omba utegemezi ruzuku.,223,272,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,Foster care,11,Ulezi huduma,12,11,Recognised refugees who are suitable foster parents can apply to the Department of Social Development for a foster care grant. Remember: a court must confirm you are a suitable foster parent. The grants are usually given for a 2 year period.,241,Wakimbizi ambao  ni walezi wa watoto wanaweza omba Idara ya Maendelo ya Kijamii ruzuku ya walezi. Kumbuka: mahakama huthibitisha kama mzazi mlezi. Ruzuku huchukua kama miaka 2.,176,277,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,Social relief,13,Msaada ya kijamii,17,13,Social relief is limited to SA citizens and recognised refugees. You would need to apply at the nearest SASSA office where you live. Each grant requires different documents to be submitted.,189,Msaada ya jamii hupewa raia wa SA na wakimbizi wanaojulikana. Omba  ofisini SASSA  karibu na we. Kila ruzuku inahitaji hati fulani.,131,225,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,Applying,8,Maombi,6,8,Each grant needs a specific set of documents to support your application. Visit the South Africa Social Security Agency's website (www.sassa.gov.za) or call them on 0800-60-10-11. You must apply at the SASSA office closest to your home.,236,Kila ruzuku inahitaji hati maalum. Tembelea South Africa Social Security Agency's website (www.sassa.gov.za) au pigia 0800-60-10-11. Omba SASSA kwenye ofisi ilio karibu na we.,175,272,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,SASSA-EC/WC/NC,14,SASSA-EC/WC/NC,14,14,"EASTERN CAPE: BKB Building, corner of Fitzpatrick & Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za; NORTHERN CAPE: Du Toitspan Building 95-97, Du Toitspan Road, Kimberley: Tel: 053-802-4900; Email: GrantsEnquiriesNC@sassa.gov.za; WESTERN CAPE: Golden Acre, Adderley Street, Cape Town: Tel: 021-469-0200; Email: GrantsEnquiriesWC@sassa.gov.za",373,"EASTERN CAPE: BKB Bui, kona ya Fitzpatrick &Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za; NORTHERN CAPE: Du Toitspan Road, Kimberly: Tel 053-802-4900; Email: GrantsEnquiriesNC@sassa.gov.za; WESTERN CAPE: Adderley St, Cape Town: Tel: 021-469-0200; Email: GrantsEnquiriesWC@sassa.gov.za",318,409,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,SASSA-GP/FS/KZN,15,SASSA-GP/FS/KZN,15,15,"FREE STATE: African Life Building, 75 St. Andrews Street, Bloemfontein. Tel: 051-410-0804/5; Email: GrantsEnquriesFS@sassa.gov.za; GAUTENG: 28 Harrison Street, Johannesburg: Tel: 011-241-8300; Email: GrantsEnquiriesGP@sassa.gov.za; KWAZULU-NATAL: 1 Bank Street, Pietermaritzburg; Tel: 033-846-3300; Email: GrantsEnquiriesKZN@sassa.gov.za",337,"FREE STATE African Life Building, 75 st. Andrews St, Bloemfotein. Tel 051-410-0804/5; Email: GrantsEnquiriesFS@sassa.gov.za GAUTENG: 28Harrison St, Johannesburg; Tel 011-241-8300; Email GrantEnquiriesGP@sassa.gov.za KWAZULU-NATAL: 1 Bank St, Pietemaritzburg Tel 033-846-3300 Email GantsEnquiriesKZN@sassa.gov.za",311,373,,,
,,,,Social Grants,13,Ruzuku ya jamii,15,SASSA-NW/MP/LP,14,SASSA-NW/MP/LP,14,14,"MPUMALANGA: 18 Ferreira Street, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Centre, Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za  LIMPOPO: 43 Landros Mare, Polokwane. Tel: 015-291-7400 Email: GrantsEnquiriesLIM@sassa.gov.za  ",300,"MPUMALANGA: 18 Ferreira St, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Center, Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za LIMPOPO: 43 Landros Mare, Polokwane. Tel: 015-291-7400 Email GrantsEnquiries.",277,336,,,
,,,,,,,,Back,4,Rudi,4,4,,,,,,,,
,,,,,,,,,,,,137,,,,,,,,
,,,,Safety&Relocation,17,,0,Xenophobia,10,Xenophobia,10,10,"Xenophobia is an irrational hatred towards foreigners or an unreasonable fear or hatred of the unfamiliar persons. If you are a victim of xenophobic attacks, you must report it to the police. Go to the police station closest to your home. You must explain in detail what happened. The police will open a case. You will get a case number. Keep it safe! If you’ve lost your document, get an affidavit from the police that explains your situation. Go to the RRO for a new permit.",476,"Xenophobia ni chuki dhidi ya wageni. Kama wewe mwathirika ,nenda kituo cha polisi ilio karibu na wewe.Polisi itakufungulia kesi number. Weke vizuri! Ukipoteza hati yako,pata kiapo kwa polisi waeleze kilichopitikana. Nenda RRO kwa kibali mpya.",242,512,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Relocation,10,Kuhamishwa,10,10,"Sometimes UNHCR helps to move refugees from one place to another ('relocation'). There are 4 relocation options: resettlement, internal relocation, voluntary repatriation and family reunification. Relocation is not part of the asylum process, and only exceptional cases will be considered for recognised refugees if the UNHCR identifies the need for protection. The UNHCR will carry out a separate status interview, and their outcome can differ from the DHA’s process.",468,"Mara nyingine UNHCR huhamisha  wakimibizi. Kuna aina 4 za chaguo: kupelekwa nchi nyingine, .Kuhamishwa nchini , Kurudi kwao na kuunganisha familia. Kuhamishwa si mchakato wa kuomba ukimbizi, lakini kuna kesi muhimu tu zitashughulikiwa za wakimbizi pekee  ambao wanahitaji usalama. UNHCR itafanya mahojiano na matukio inaweza kuwa tofauti na mchakato wa DHA..",358,504,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Resettlement,12,Kuwahamishwa,12,12,"Resettlement is the assisted movement of a refugee and his/her nuclear family (husband/wife and children) to another country. This is only done in exceptional cases, if SA officials cannot find a safe solution for the affected refugees in SA. General SA problems like crime or xenophobia do not meet the requirements for resettlement. The UNHCR will first try to set up a durable environment for you in SA before resettlement is considered. ",441,"Kuhamishwa ni usaidizi ya wakimbizi yeye/zake nyuklia famia (bwana/bibi na watoto) nchi ingine. Hii ni kesi kipekee,kama afisa SA hawezi linda wakimbizi SA. Shida ujumla kama uhalifu au xenophobia haikidhi kuhamishwa.UNHCR itasaidia na maazi kabla uamuzi wa kuhamishwa.",269,477,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Criteria,8,Vigezo,6,8,"If SA officials cannot find a safe solution for the affected refugees in SA, then relocation options must be considered. Ask a legal counsellor for help if you fall within one of the 4 relocation categories. SA problems like crime, xenophobia or lack of employment do not meet the requirements for resettlement. The UNHCR will first try to set up a durable environment for you in SA before resettlement is considered. ",418,"Kama serikali ya SA haipati  suluhisho salama kwa wale wakimbizi,  kisha itahitajika chaguzi la kuhamishwa .Mshauri wa kisheria atakusaidia kutambua kama umo katika yale makundi 4 ya kuahamishwa.Matatizo ka uhalifu , chuki didi ya wageni, Ukofevu wa kaz si sababu ya kuhamishwa.UNHCR  itajaribu kwanza kugeuza mazingira  kabla ya uamuzi wa kuhamishwa.",351,454,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Applying,8,Maombi,6,8,"Go to the UNHCR on a Monday to make an appointment. Their consultation days are Tuesdays and Thursdays. UNHCR will assess your case to see if you qualify. If the decision is negative, they will notify you in writing. If the UNHCR decides that resettlement is necessary, they will ask a third country to review your application. If the third country is satisfied with your case, you may need to interviewed again and go for a medical examination. The process can take 1–2 years.",477,"Nenda UNHCR Jumatatu kufanya uteuzi. Mashauriano ni Jumanne na Alhamisi. UNHCR watakadiria  kesi yako na ukifaulu watakutimia barua. UNHCR wakiamua uhamaji ni muhimu, wataomba inchi nyingine iangalie ombi lako. Kama inchi ikikubali  kesi yako, utaanza tena mahojiano  na utaenda ukufanya chunguzi wa afya. Mchakato huweza kua miaka 1-2.",336,513,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,SA Relocation,13,Kuhamishwa ndani SA,19,13,"Internal relocation is the movement of a refugee/asylum seeker & their families within SA, for protection purposes. In exceptional situations you may be relocated for better access to the UNHCR. Internal relocation procedures are the same as resettlement. You can’t apply simply for transportation. If the UNHCR thinks you need internal relocation, they'll find you a safer location. Temporary accommodation & necessary services can be provided. The UNHCR will arrange transport.",479,"Uhamaji harakati ya wakimbizi/ukimbizi na familia SA,ulindaji. Kesi kipekee huweza pelekwa kwa UNHCR. Uhamaji na hanunua ni sawa na uhamaji. Huwezi omba usafiri. UNHCR  huthani unahitaji uhamaji,. Muda makaazi & umihimu inahitajika. UNHCR hupanga usafiri.Uhamishwaji  nchini ni harakati ya wakimbizi /  mwombaji wa ukimbizi & familia zao ndani ya SA , kwa madhumuni ya ulinzi. Katika hali ya kipekee unaweza kuhamishwa kwa upatikanaji bora wa UNHCR. Taratibu za ndani kuhamishwa ni sawa na kupelekwa nje . Huwezi kuomba tu kwa ajili ya usafiri . Kama UNHCR anadhani unahitaji kuhamishwa ndani, wao itabidi wapate eneo salama. Nyuma  na huduma muhimu wanaweza kutolewa kwa muda . UNHCR hupanga usafiri.",,515,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Repatriation,12,Kuwarejesha makwao,18,12,"Voluntary repatriation is when refugees freely decide to return to their home countries. To apply, you must fill in an application form at UNHCR, LHR, Wits or UCT Law Clinics. You'll be interviewed by a legal counsellor, who must confirm that the info on your form is correct. Your form will be sent with a recommendation to the UNHCR or the IOM. They will make a decision and arrange your return. Tip: You'll lose refugee status if you leave SA through voluntary repatriation. ",478,"Kurejea kwao hiari ni wakati  wakimbizi waamuru weneyewe kurudi  kwao. Omba, lazima ujaze fomu UNHCR, LHR, Wits or UCT law Clinics. Utahojiwa na mwanasheria, Thibitisha taarifa iko kwenye fomu. Fomu yako itapekelekwa  UNHCR au IOM. Uamuzi utachukuliwa na utarudihwa nyumbani.Mwanga: Utapoteza hadhi yako ukitoka SA kwa kurejea kwako.",333,514,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Reunification,13,Kuunganisha,11,13,"If you lost contact with a family member during the movement between countries, you can ask for the family member to join you in SA. You may ask to join a family member in another country. Under exceptional circumstances the UNHCR can help with transportation. To apply, contact the UCT Law Clinic, LHR or Jesuit Refugee Services, who'll help you with the application. Tip: Family reunification applications must be made to the DHA at the RRO.

",445,"Ukipoteza mawalisiano na mtu wa familia njiani, unaweza kumomba akufuate SA. Unaweza kujiunga naye nchi nyingine. Chini ya mazingira UNHCR inaweza kukusaidia usafiri. Kuomba:  Pigia Law Clinicya UCT, LHR au Jesuit Refugee Services, watakusaida kuomba. Mwanga: kuunganisha familia hufanywa na  DHA katika ofisi ya  RRO.",318,481,,,
,,,,Safety&Relocation,17,Usalama&Kuhamishwa,18,Trace family,12,Kutafuta familia,16,12,"The SARCS, ICRC & UNHCR help trace & reunite families, and assist with child protection during the process. Red Cross can help reunite unaccompanied & separated kids, as well as the elderly/vulnerable. The Red Cross message system helps restore contact between family members if their IDs & addresses are known. Always give as much info as possible: missing person’s ID; reason for separation; last place of contact. Consult Red Cross & Red Crescent if the missing person was resettled. Finding a missing person depends on info given & the accessibility of the area they’re in. Armed conflicts/natural disasters may delay the process.",634,"SARCS, ICRC & UNHCR husaidia kuunganisha familia na ulinzi wa watoto. Red Cross husaidia familia kuungana kama watoto waliyopotea,  wazee/vilema. Red Cross inatoaga  ujumbe ambao husaidia mawasialano na kuungana na familia kama ID na anuani binajulikana .Ni lazima utoe taarifa kamili kama ID ya mtu aliyopotea, sababu na mara ya mwisho ya kwasiliana naye.Kama mtu alipelekwa nchi nyingine ongea na Red Cross & Red Cressent. Kumpata mtu vinategemea maelezo ilitolewa.Vita/maafa ya  asili ivinaweza  kuchelewesha mchakato.",521,670,,,
,,,,,,,,Back,4,Rudi,4,4,,,,,,,,
,,,,,,,,,,,,143,,,,,,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,LGBTI rights,12,Haki za LGBTI,13,12,"SA’s Constitution protects the rights of Lesbian, Gay, Bisexual and Transgender individuals (LGBTI). LGBT victims of unjust treatment must go to the police. LGBT victims of hate speech may lay a complaint with the SAHRC or approach the Equality Court for relief. ",263,"SA's hulinda haki ya Lesbian, Gay Bisexual na Transgender kipekee (LGBTI). Wathirika kudhulumu matibabu ya LGBT enda kituo cha polisi. Waathirika lugha ya chuki didi ya  LGBTfungua laumu  kwenye SAHRC au neda  mahakama kwa ajili ya masaada.",240,299,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,LGBTI Safety,12, Usalama wa LGBTI ,18,12,The Refugee Act states that the LGBTI group may get protection if they are persecuted for their sexual orientation. Don’t be afraid to disclose your sexual orientation when applying for asylum. The RRO must treat your claim with confidentiality. ,246,Sheria ya Wakimbizi  hulinda na hutetea LGBTI kama  wanateswa kwa mwekeleo wa kijinsia. Usiogope kusema ujinsia wako ukiomba hadhi. RRO huchukulia madai yako siri.,163,282,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,LGBTI Help,10,Misaada kwa LGBTI,17,10,Contact Lawyers for Human Rights (LHR) or another legal organisation if your claim isn’t treated with sensitivity and respect. www.lhr.org.za; 011-339-1960 or 012-320-2943.,172,Wasiliana na Wanasheria wa Haki za Binadamu (LHR) au shirika lingine kisheria kama madai yako haijatibiwa na unyeti na heshima. www.lhr.org.za; 011-339-1960 au 012-320-2943.,173,208,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Abuse help,10,Misaada kwa walionyanyaswa,26,10,"Abuse is illegal in SA. Get free legal help from selected women and children’s organisations, or call the toll-free helpline on 0800-150-150 for help and counselling.",166,"Unyanyasaji ni haramu SA. Pata shauri ya kisheria  bure atika mashirika machache anayosaidia wa   wanawake na watoto , au piga  simu  kwa 0800-150-150  upate msaada na ushauri nasaha.",183,202,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Abuse Rights,12,Haki za walionyanyaswa,22,12,"Women and children have the right to live free from abuse. All types of abuse must be reported to the police. A protection order can prevent more violence. Violence can be intimidation, physical, sexual or verbal abuse, being threatened with abuse or when you lose your freedom. Abuse of women and children is illegal in SA. ",325,"Wamama na watoto wana haki ya kutonyanyaswa. Kila unyanyasaji ni lazima uripotiwe kwa polisi. Amri ya ulinzi huzuia vurugu zaidi. Vurugu hua vitisho mwili,ngono au matusi, kutishiwa na vurugu au  ukipoteza uhuru wako. Unyanyasaji wa wanawake na watoto ni haramu SA.",265,361,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Report abuse,12,Reporti unyanyasaji,19,12,"If you or your child suffer from abuse, you must report it to the police. The police will open a criminal case. You must make a statement. You’ll get a case number. An officer will investigate your case. Some police stations have special units for domestic violence, sexual offences and child protection. Go to a police station close to your home. If you don’t, your case will take longer to process. You’ll go for a medical examination and counseling. ",453,"Mtoto wako akinyayaswa, lazima uripoti kwa polisi. Polisi atafungua kesi. Lazima unadike kauli. Afisa atachunguza kesi. Vituo vingine vina vitengo  maalum. Nenda kituoni  karibu na we. Usipoenda, kesi yako itachukua muda.  Nenda uchuguzi wa afya na ushauri nasaha.",264,489,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Protection,10,Ulinzi,6,10,"If you’re afraid of more violence or feel threatened, you can go to court and get a protection order. You don’t need a lawyer. A protection order can order your abuser to stop abusing you, to stay away from you or force him/her out of your home. Documents like medical reports and photos of your injuries can help your case. Take them with you to court. With enough proof, you’ll get an interim protection order and suspended warrant of arrest. ",445,"Kama unaogopa vitendo au kitishiwa, unaweza kuenda mahakama. Huhitaji wakili. Amri ya Ulinzi inaweza kukataza kunyanyasa, kumkalisha mbali na wewe na kumfukuza nyumbani . Hati kama ripoti ya  afya na picha majeruhi  vipeleke makahamani .Ni ushahidi wa kutosha. Utapata amri ya ulinzi na kibali cha kukamatwa.",308,481,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Disobey P.O.,12,Uasi wa utaratibu wa umma,25,12,"If the abuser disobeys the order, you can get him/her arrested. You’ll need to go back to court a second time. Your abuser must also be there. The court will listen to your case. The court may give you a final protection order. If your abuser disobeys the order, he/she can get arrested.",287,"Kama mnyanyasaji akidharau amri ya mahakama, unaweza kumfungisha. Utarudi mahakamani naye atakuwepo.  Mahakana itasikiriza kesi. Mahakama yaweza kupa amri ya ulinzi ya mwisho. Mnyanyasaji akileta matusi tena unaweza kufungwa.",225,323,,,
,,,,LGBTI & VAWC,12,LGBTI&VAWC,10,Trafficking,11,Biashara ya Binadamu ,21,11,Human trafficking happens when people are recruited and taken to another country under a false act. They’re exploited and cannot leave. Trafficked victims are tricked with false promises of good jobs and better lives and forced to work under brutal and inhumane conditions. Human trafficking is a form of modern-day slavery. Call the International Organisation for Migration (IOM) on 0800-555-999 or go to a police station if you know of someone who has been trafficked.,470,Biashara ya binadamu ni kuajiri watu na kuwapelaka  kinyama. Wanateswa vibaya na habawezi toka. Wathirika wanasafirishwa kwa ahadi za uongo kama kazi nzuri au maisha bora na walazimishwa kufanya kazi za haramu katika  hali ya kinyama. Biashara ya binadamu ni aina ya  kisasa ya utumwa. Pigia  Shirika la Kimataifa la Uhamiaji (IOM)  kwenye  0800-555-999 au nenda kituo cha  polisi kama unamfahamu mtu aliesafirishwa.,416,506,,,
,,,,,,,,Back,4,Rudi,4,4,,,,,,,,
,,,,,,,,,,,,146,,,,,,,,
,,,,Statelessness,13,Utaifa,6,Statelessness,13,Utaifa,6,13,"A stateless person doesn’t have citizenship in any country. You are also at risk of being stateless if your nationality status is undecided. Not all undocumented persons are considered stateless, e.g. when your birth isn’t registered or if you don’t have a birth certificate, ID or passport. ",292,"Mtu bila utaifa hana uraia wa nchi yeyote. Uko kwa hatari kama utaifa wako hauja amuliwa. Watu bila vitambulisho hujulikana wakosa utaifa. Kama hauna cheti cha kuzaliwa,ID au pasipoti.",184,328,,,
,,,,Statelessness,13,Utaifa,6,Risks,5,Hatari,6,5,"An undocumented person risks being stateless when he/she belongs to a certain category or certain factors are present. Examples: birth outside your parents’ country of nationality; death or desertion of your parent(s); irregular migration across international borders; mixed nationality of your parents, loss of clinic cards or records; if you’re close to an international border with high cross-border movement or when the law doesn’t allow you to have dual nationality.",471,"Mtu bila kitambulisho anaweza kukosa utaifa wake kama ana jamii au kundi fulani. Kwa mfano: kuzaliwa nje ya nchi asili ya wazazi'; kifo au kupoteleana na wazazi. kawaida uhamaji wa mipaka kimataifa; kuwa na wazazi wenye uraia tofauti, kupoteza kadi ya kliniki; kama uko karibu ya  mipaka ya kimataifa au sheria haikuruhusu utaifa mbili.",336,507,,,
,,,,Statelessness,13,Utaifa,6,Birth Regstr.,13,Usajili wa kuzaliwa,19,13,"A birth certificate proves your place of birth and identifies your parent/s. It’s also the most important proof of your nationality. South African citizens born outside SA are entitled to a SA birth certificate. Foreign children born in SA are entitled to a birth certificate. This doesn’t mean they’re SA citizens. Children born in SA must be registered within 30 days otherwise, apply for late birth registration. Applications close in December 2015.",452,"Cheti cha kuzaliwa huonyesha mahali pa kuzaliwa na hubainisha wazazi. Ni ushaidi  muhimu wa uraia. Raia wa SA waliozaliwa nje ya SA wanakuwa na haki ya cheti cha SA .Watoto wa kigeni walizaliwa SA wana haki ya kuwa cheti cha Kuzaliwa , lakini haimanishi ni raia wa SA. Watoto lazima wasajiliwe ndani ya siku 30, maombi ya usajili wa kuchelewa  utakoma  katika  Decemba 2015.",374,488,,,
,,,,Statelessness,13,ukosefu wa utaifa,17,Citizenship,11,Uraia,5,11,"You have a claim to SA citizenship if: you were born to a parent with SA citizenship at the time of your birth; you were born in SA to a parent who was a permanent resident of SA at the time of your birth and if you lived in SA until the age of 18; you have been adopted by a SA citizen; applied for and received a certificate of naturalisation from the DHA; were born in SA and have no other citizenship or nationality, or no right to other citizenship or nationality.",469,"Unaweza kudai uraia wa SA kama: Umezaliwa na mzazi ana uraia wa SA wakati alipokuzaa; umezaliwa SA na mzazi ambaye ana kibali cha kukaa muda mrefu na wewe uliishi SA hadi  uko na umri wa miaka 18; umepitishwa na raia SA.; uliomba vyeti ya uraia kwa DHA na ukapewa ;  umezaliwa SA na hauna utaifa nyengine, huna haki ya utaifa au uraia nyingine.",344,505,,,
,,,,Statelessness,13,Utaifa,6,Legal advice,12,Shauri za  kisheria,19,12,"If you struggle to register a birth or access nationality in your country of birth, contact LHR on 011-339-1960 or 012-320-2943 for legal advice or assistance.",159,"Kama una shida ya kupata cheti cha kuzaliwa au kupata utaifa katika  nchi yako asili,pigia LHR kwa 011-339-1960 au 012-320-2943 kwa ushauri au  usaidizi kisheria.",162,195,,,
,,,,,,,,Back,4,Rudi,4,4,,,,,,,,
,,,,,,,,,,,,82,,,,,,,,
Tips,4,Mwanga,6,,,,,,,,,,,,,,,,,
,,,,,0,,,Asylum application,18,Maombi ya Hifadhi ,18,18,"The asylum process is hard and can include weeks of queueing. If arrested while waiting for your Section 22 permit, contact LHR for help. If a DHA official asks for a bribe, take down his/her name, physical features, the date and time. Call 0800-601-190 (toll-free) to report anonymously. No need to pay any fees. Renew your Section 22 permit before expiry or risk being arrested/detained/fined. If you use it to get back into your country, you could lose your SA refugee status.",479,"Mchakato wa kuomba ukimbizi ni mgumu unameza kumaliza  muda zaidi ya  wiki kwenye  laini. Ukifungwa na ulikuwa unasubili  kifungu 22,Pigia LHR kwa usaidizi. Kama DHA afisa  akikuuliza honga, chukua jina lake, wakati na muda. Piga 0800-601-190 (Simu bure )kutoa  ripoti . Gogesha Upya Kifungu 22 kabla kuanguka au utafungwa/uta pelekwa kuzuizini/fainiwa. Ukiamua kurudi nyumbani,Unaweza poteza kibali.",400,515,,,
,,,,,0,,,Permits,7,Vibali,6,7,Remember to take all original documents with you when renewing your permit. You have the right to question the fine if you think it’s wrongly given to you. Speak to a lawyer if you are worried about it. Permits aren’t renewed automatically. Renew your permit before it expires. You can get arrested if you have an expired permit. Make certified copies and give to family or keep it safe. ,388,Kumbuka chukua hati zako zote ukienda kugongesha  kibali upya. Una haki ya kuuliza maswali. Ongea na wakili wako kama una wasiwasi. Muhuli wa kibali una muda fulani na gongesha upya kabla yaujaisha. Unaweza fungwa. Thibitisha nakala na uzipe familia au uziweke  vizuri mwenyewe.,278,424,,,
,,,,,0,,,Support,7,Msaada,6,7,"Always ask about a lawyer’s fees before you accept their services. Always ensure your lawyer has the right qualifications. If you’re unsure, contact the Law Society of SA on 012-366-8800. Always carry your valid permit or a certified copy with you – this is proof that you are allowed to stay in SA. Renew your permit on time! If you go to a magistrate’s court, you can ask for ‘legal aid’. You will be able to speak to a lawyer for free.",438,"Uliza ada ya mwanasheriar kabla huduma. Hakikisha wakili ana vyeti kamili.. Kama huna uhakika, pigia Shirika la Wanasheria  kwenye  012-366-8800. Daima beba kibali chako-kinaonyesa una haki ya kuishi SA. Gogengesha upya kibali. Ukipelekwa mahakama,omba mwanasheria wa bure. Utaweza kuongea na wakili bure.",,474,,,
,,,,,0,,,Right to work,13,Haki ya kufanya kazi,20,13,Your S22 or S24 permit allows you to work. You do not need an additional work permit.,85,Kibali chako  S22 au S24 kinakuruhusu kufanye kazi. Hauhitaji kibali ziada.,75,121,,,
,,,,,0,,,Health,6,Afya,4,6,"Feeling ill? Go to a clinic close to your house first. You will get a letter for a hospital if they can’t help you. If there’s an emergency, go straight to hospital. You cannot get HIV through casual contact, like working together, kissing a friend, sharing the same bathroom or kitchen. Contact LoveLife on 0800-121-900; AIDS Helpline on 0800-01-23-22; or AIDS Hotline on 0800-11-06-05 for more info or help. ",410,"Mgonjwa? Nenda kliniki karibu na we. Utapata barua ya kwenda hospitali kama habawezi kukusaidia. Kama ni dharua nenda hospitali. Huwezi kupata ukimwi kwa kusalimiana ,  kufanya kazi pamoja, kubusu rafiki, kuoga na  kutumia jikoni pamoja.Habari zaidi Pigia Lovelife 0800-121-900; AIDS helpline kwa 0800-01-23-22; au AIDS Hotline 0800-11-06-05 .",343,446,,,
,,,,,0,,,Education,9,Elimu,5,9,Age groups in schools are flexible. A child may be older than their school friends due to unplanned situations. In most SA government schools a student cannot be more than 2 years older than their grade’s age group. You shouldn’t pay a registration fee at the school. The public school can’t ask your child to leave if you can’t pay.,333,Kundi la Umri wa  miaka shuleni ni rahisi. Mtoto huweza kua mkubwa kutokana na shida. Kwa shule za serekali SA mtoto hawezi kua  miaka 2  kuzidi kundi la kidato chake. Hufai kulipa ada ya kumuandikisha katika shule za umma. Habawezi kufukuza  mtoto kama hawezi kulipa.,268,369,,,
,,,,,0,,,Safety,6,Usalama,7,6,"Resettlement is possible in exceptional cases, but not an option for many refugees with SA refugee status. It can take more than a year. You’ll lose your refugee status when you leave SA through voluntary repatriation. It must be safe for you to return to your country. Family reunification applications must be made to the DHA at the RRO. Only the DHA considers family reunification for refugees.",397,"Uhamaji inawezekana,lakini sio chaguo ya kila mkimbizi SA. Inaweza chukua zaidi ya mwaka. Utapoteza hadhi ya ukimbizi ukitoka mwenyewe SA kwenda nyumbani ni lazima uwe salama. Utaomba DHA katika ofisi ya RRO kuunganisha famila lakini kama uko mkimbizi tu.",255,433,,,
,,,,,,,,Back,4,Rudi,4,4,,,,,,,,
Services Near Me,16,Huduma Karibu nami,18,,,,,,,,,102,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
About/ T&Cs,16,Kuhusu sheria na masharti,25,,,,,,,,,,,,,,,,,
,,,,Read T&Cs,9,Soma sheria na masharti,23,Guide,5,Mwongozo,8,5,This mobile info system is only a guide. It isn’t the same as complete legal advice. Users should contact a law clinic for complex issues. LHR will not be liable for any loss from actions taken as a result of this service. ,223,Hii programu ya simu  ni mwongozo tu . Si ushauri kamili kisheria. Watumiaji wanapaswa kuwasiliana na kliniki  kwa masuala magumu . LHR hawahusiki kwa hasara yoyote kutokana na hatua zilizochukuliwa kutokana na huduma hii.,222,259,,,
,,,,Read T&Cs,9,Soma sheria na masharti,23,Confidential,12,Siri,4,12,Your registration and personal details are confidential and safe. These details will only be used when you’ve made a follow up request or report to Lawyers for Human Rights. ,174,Usajili wako na maelezo ya binafsi ni za siri na salama. Maelezo haya itatumika tu wakati wewe unapenda kufuatilia ombi au ripoti kwa Wanasheria wa Haki za Binadamu,164,210,,,
,,,,Read T&Cs,9,Soma sheria na masharti,23,Costs,5,Gharama,7,5,"The registration for this service is free, as is the actual mobile application. You will only be charged according to USSD data fees per their usage. ",150,"Usajili kwa ajili ya huduma hii ni bure , sababu ni programu ya simu ya mkononi. Wewe tu utalipa ada za data katika  USSD kila mala  utakapotumia .",147,186,,,
