English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,English Content,Character Count,Translation,Character Count,Chr,English Content,Chr Count for SMS,Translation,Character Count,Chr Count for USSD Screens,,,
,,,,Social Grants,13,deeqda bulshada,15,SASSA-EC/WC/NC,14,arimaha khuseeya hayada caydha bixisa  iyo kuwa lamidka ah,58,14,"EASTERN CAPE: BKB Building, corner of Fitzpatrick & Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za; NORTHERN CAPE: Du Toitspan Building 95-97, Du Toitspan Road, Kimberley: Tel: 053-802-4900; Email: GrantsEnquiriesNC@sassa.gov.za; WESTERN CAPE: Golden Acre, Adderley Street, Cape Town: Tel: 021-469-0200; Email: GrantsEnquiriesWC@sassa.gov.za",373,"EC: BKB Bui, corner of Fitzpatrick & Merino Road, Quigney; Tel: 043-707-6300; Email: GrantsEnquiriesEC@sassa.gov.za NC : Du Toitspan Building 95-97, Du Toitspan Road, Kimberley: Tel 053-802-4900 ; WC : Golden Acre, Adderley St, Cape Town Tel: 021-469-200; Email: GrantsEnquiriesWC@sassa.gov.za",293,409,,,
,,,,Social Grants,13,deeqda bulshada,15,SASSA-GP/FS/KZN,15,arimaha khuseeya hayada tageera qaysaska danyarta ah mesha sida kuwasulu natala ,80,15,"FREE STATE: African Life Building, 75 St. Andrews Street, Bloemfontein. Tel: 051-410-0804/5; Email: GrantsEnquriesFS@sassa.gov.za; GAUTENG: 28 Harrison Street, Johannesburg: Tel: 011-241-8300; Email: GrantsEnquiriesGP@sassa.gov.za; KWAZULU-NATAL: 1 Bank Street, Pietermaritzburg; Tel: 033-846-3300; Email: GrantsEnquiriesKZN@sassa.gov.za",337,"FS: African Life Bui,75 St. Andrews Street, Bloemfontein Tel: 051-410-0804/5 Email: GrantsEnquiries@sassa.gov.za GAUTENG 28 Harrison St, Johannesburg Tel: 011-241-8300 Email: GrantsEnquiries@gov.za KWAZULU-NATAL 1 Bank St, Pietermaritburg Tel: 033-846-330 Email: GrantsEnquiriesKZN@sassa.gov.za",294,373,,,
,,,,Social Grants,13,deeqda bulshada,15,SASSA-NW/MP/LP,14,arimaha khuseeya hayada caydha bixisa  iyo kuwa lamidka ah gar ahan linboopo,76,14,"MPUMALANGA: 18 Ferreira Street, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Centre, Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za  LIMPOPO: 43 Landros Mare, Polokwane. Tel: 015-291-7400 Email: GrantsEnquiriesLIM@sassa.gov.za  ",300,"MPUMALANGA: 18 Ferreira St, Nelspruit. Tel: 013-754-9428 Email: GrantsEnquiriesMP@sassa.gov.za NORTH WEST: Master Centre Industrial, Mafikeng. Tel: 018-388-0060 Email: GrantsEnquiriesNW@sassa.gov.za LIMPOPO: 43 Landros Mare, Polokwane Tel: 015-291-7400 Email:  GrantsEnquiriesLIM@sassa.gov.za",292,336,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
,,,,,,,,,,,,137,,,,,,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Xenophobia,10,jinsi nacaybka,14,10,"Xenophobia is an irrational hatred towards foreigners or an unreasonable fear or hatred of the unfamiliar persons. If you are a victim of xenophobic attacks, you must report it to the police. Go to the police station closest to your home. You must explain in detail what happened. The police will open a case. You will get a case number. Keep it safe! If you’ve lost your document, get an affidavit from the police that explains your situation. Go to the RRO for a new permit.",476,jinsi nacayku waa ficil nacaysho kaas oo lagula kaco kaliya dadka aajaanibta ah wana bila sabab aan hore loo arag hadaba hadad tahay dhibane lagula kacay jinsi nacayb  waa in aad war galisa booliska kuugu dhaw goobtaada waa in aad u sharaxdo say wax kuu gaadheen boolisku waxay kuu furayaan kiis lanbar  waa in aad xajiso kiis lanbarka hadii aad  lumiso sharcigaga waan in aad booliska ka soo qorato cadayn boolis  taas oo cadaynaysa say wax ku gaadheen iyo xaladada kadib aad xafiiska qaabilaada qaxootiga si aad u hesho sharci cusub,534,512,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Relocation,10,dibudajinta,11,10,"Sometimes UNHCR helps to move refugees from one place to another ('relocation'). There are 4 relocation options: resettlement, internal relocation, voluntary repatriation and family reunification. Relocation is not part of the asylum process, and only exceptional cases will be considered for recognised refugees if the UNHCR identifies the need for protection. The UNHCR will carry out a separate status interview, and their outcome can differ from the DHA’s process.",468,"Mararka  hayada qaxootiga aduunka waxay waxaycaawisaa qaxoootiga si ay meel uga kaxayso. U dajiso ama dib u dajin waaana afar nooc/4 1 dib u dakin wadanka gudihiisa ah 2dib u celin. Qoys dib u dajintu maaha nooc ka mida magan. Hawlo u gaara hayada qaxootiga, aduunka taas oo lagu xaalada  iyo  aduunka.",302,504,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Resettlement,12,magangaliyada wadan sadexaad,28,12,"Resettlement is the assisted movement of a refugee and his/her nuclear family (husband/wife and children) to another country. This is only done in exceptional cases, if SA officials cannot find a safe solution for the affected refugees in SA. General SA problems like crime or xenophobia do not meet the requirements for resettlement. The UNHCR will first try to set up a durable environment for you in SA before resettlement is considered. ",441,Dib u dajintu wa caawin qaxooti iyada ama isaga badhaha. Qoyska sida ninka ama naagta/ciyaalka oo kale wana la xidhidhi kisas la aqbalay. hadii SA  qaxootiga wadanka  waana dhibaata guud o. Wadanka dhan ama jinsi mana khusayso codsiga  dib u dajinta aduunka waxay isku in ay kwarato bayada inta ayna dib u dajinta.,314,477,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Criteria,8,shuruudaha,10,8,"If SA officials cannot find a safe solution for the affected refugees in SA, then relocation options must be considered. Ask a legal counsellor for help if you fall within one of the 4 relocation categories. SA problems like crime, xenophobia or lack of employment do not meet the requirements for resettlement. The UNHCR will first try to set up a durable environment for you in SA before resettlement is considered. ",418,hadii ayna amaan ahayn wadanka SA. Qaxootiga SA waan laga codsado.  Si cawin loga helo waxad haysta 4 nooc oo dib u jin ah danbiga SA ama jinsi nacaybka ama shaqo la aanta kuwaas looma codsan karo dib u dajin hayada  qaxootiga aduunka waxay isku dayda cimiri dheer bayada in ayna go aansan dib u dajinta.,304,454,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Applying,8,codsiga,7,8,"Go to the UNHCR on a Monday to make an appointment. Their consultation days are Tuesdays and Thursdays. UNHCR will assess your case to see if you qualify. If the decision is negative, they will notify you in writing. If the UNHCR decides that resettlement is necessary, they will ask a third country to review your application. If the third country is satisfied with your case, you may need to interviewed again and go for a medical examination. The process can take 1–2 years.",477,"utag UNHCR doo balanka qabsanaya malinka isniinta, unhcr waxay lakulantaa qaxootiga maalinka taladada ah, unhcr waxay fiirindoontaa codsigaaga haday codsigaaga kuqanacdo waxay kuu gudbin wadan sadexaad hadii wadankaasi kuqanco in lagu siiyo degenaansho waxaad mari maraanmar kale waxana maridoontaa caafimaad, wakhtiga waxa laga yaabaa inay 1-ilaa 2 sano qaadato. ",364,513,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,SA Relocation,13,dib u dajinta k.afrika,22,13,"Internal relocation is the movement of a refugee/asylum seeker & their families within SA, for protection purposes. In exceptional situations you may be relocated for better access to the UNHCR. Internal relocation procedures are the same as resettlement. You can’t apply simply for transportation. If the UNHCR thinks you need internal relocation, they'll find you a safer location. Temporary accommodation & necessary services can be provided. The UNHCR will arrange transport.",479,"dib u dajinta caalamiga ah waa kaxayn qaxooti iaga iyo qoysas koda SA.  Xalada  karo u dhawdahay in  aad hesho nolol ka fiican hayada q, aduunka  qaabka dib  tusale ma codsan kartid baabur raac hadaba.hadii aad  tahay dib u dajin gudaha ah  kuu radin meel  aman ah lgaadhi raca way kaa cawin karaan.",299,515,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Repatriation,12,celinta,7,12,"Voluntary repatriation is when refugees freely decide to return to their home countries. To apply, you must fill in an application form at UNHCR, LHR, Wits or UCT Law Clinics. You'll be interviewed by a legal counsellor, who must confirm that the info on your form is correct. Your form will be sent with a recommendation to the UNHCR or the IOM. They will make a decision and arrange your return. Tip: You'll lose refugee status if you leave SA through voluntary repatriation. ",478,"Dib celinta iskeeda waa marka qaxootigu  goosto in uu noqdo gurigiisa.  Foomka codsiga h,q, aduunka,ama sharciyaqanda.u ,x, adamaha waxay kula karaan su aalo t sharciya. Xaqiijiso akhbaaratada waxana dib loogu dirayaa taloyinka unhcr/HQA ama IOM/HSA iyagana ka go aan gadhi doona talooyinka aad ku noqon",303,514,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Reunification,13,dib u midaynta,14,13,"If you lost contact with a family member during the movement between countries, you can ask for the family member to join you in SA. You may ask to join a family member in another country. Under exceptional circumstances the UNHCR can help with transportation. To apply, contact the UCT Law Clinic, LHR or Jesuit Refugee Services, who'll help you with the application. Tip: Family reunification applications must be made to the DHA at the RRO.

",445,Hadii ad is waydeen xubno qoyskaga ka mida ah intii qaxaysay. Kugu la noolan karaan halka aad jogto xaalada la aqbali karo unhcr/HQD waxay kaa caawin karaan safarka si ad u codsato la xidhiidh/HTL/UCTM\ama a qaxootiga waana in aad codsiga ka soo bilowdo waxda sharciyada gar ahan xafiiska qabilada qxootiga.,307,481,,,
,,,,Safety&Relocation,17,amaanka ama dib u dajinta,25,Trace family,12,raadka qoysaska,15,12,"The SARCS, ICRC & UNHCR help trace & reunite families, and assist with child protection during the process. Red Cross can help reunite unaccompanied & separated kids, as well as the elderly/vulnerable. The Red Cross message system helps restore contact between family members if their IDs & addresses are known. Always give as much info as possible: missing person’s ID; reason for separation; last place of contact. Consult Red Cross & Red Crescent if the missing person was resettled. Finding a missing person depends on info given & the accessibility of the area they’re in. Armed conflicts/natural disasters may delay the process.",634,hayada lanqayrta cas SA. Sidoo kale HQ ADUUNKA WAXAY KAA CAWINAYAAN dib u midaynta qoysaska  difaaca ciyaalka.  Nadaanka  kuu caawin karto hayada.  Xidhiidh u qofka iyo qoyskiisa sida in  meel uu kala xidhiidho.  Shaqadoodu  qof meeshee ugu danbaysay cida halka laga heli karo hawlaha.,285,670,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
,,,,,,,,,,,,143,,,,,,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,LGBTI rights,12,xuquuqdad guriga iyo arimaha galmada,36,12,"SA’s Constitution protects the rights of Lesbian, Gay, Bisexual and Transgender individuals (LGBTI). LGBT victims of unjust treatment must go to the police. LGBT victims of hate speech may lay a complaint with the SAHRC or approach the Equality Court for relief. ",263,sharciga wadanka waxuu difacayaa galmada arimaha la xidhiidha sida khaniiska iyo jinsiyada hadaad tahay dhibane habdhaqankaas waa in aad wacdo booliska k afrika  ama hayada arimahs u dooda  ayaad la xidhiidhi kartaa,215,299,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,LGBTI Safety,12,amaanka arimaha khuseeya guriga dhexdiisa,41,12,The Refugee Act states that the LGBTI group may get protection if they are persecuted for their sexual orientation. Don’t be afraid to disclose your sexual orientation when applying for asylum. The RRO must treat your claim with confidentiality. ,246,"hab dhaqanka qaxootiga arimaha gal,mada hadii koox ad tihiin waxaad difaac ka heli kartaa xeer ilaalinta nadaamka galmada hana ka cabsan habdhaqanka galmada xilyada aadc wax codsanayso oo kale sida sharcga  wana in aad u sheegto si kalsooni ku jirto",249,282,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,LGBTI Help,10,caawinta guriga dhexdiisa,25,10,Contact Lawyers for Human Rights (LHR) or another legal organisation if your claim isn’t treated with sensitivity and respect. www.lhr.org.za; 011-339-1960 or 012-320-2943.,172,la xidhiidh H SH U DOD XUQQUDA ADAMAHA iyo kuwa kale ee sharciyada booqo www.LHR.org ama 011-3391960 ama012-320-2943,116,208,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Abuse help,10,ka cawinta xadgubka ,20,10,"Abuse is illegal in SA. Get free legal help from selected women and children’s organisations, or call the toll-free helpline on 0800-150-150 for help and counselling.",166,xad gudubku waa wax sharciga k afrika kan soo hor jeeda hel kuwo si bilaasha kuu cawiya sida ciyaalka iyo haweenka ama wac 0800-150-150 si laguu caawiyo talona laguu siiyo,171,202,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Abuse Rights,12,arimaha khuseeya xuquda in laga cawiyo xadgubka,47,12,"Women and children have the right to live free from abuse. All types of abuse must be reported to the police. A protection order can prevent more violence. Violence can be intimidation, physical, sexual or verbal abuse, being threatened with abuse or when you lose your freedom. Abuse of women and children is illegal in SA. ",325,"haweenka iyo carurta waxay heli karam difaac iyu xuquuq noc kasta oo ka mida xadguduka  wana in lala xidhidho booliska difaacid waxayna kii surta galin ilalin fara badan waxaa suurta gal ah in lagugu sameyay xad gudub galmo ama mid jidh ah ama aad lumisay xoriyadada xadgubka dumarka, ciyaalka waa sharic dar k afrika",317,361,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Report abuse,12,war galinta xadgudubka,22,12,"If you or your child suffer from abuse, you must report it to the police. The police will open a criminal case. You must make a statement. You’ll get a case number. An officer will investigate your case. Some police stations have special units for domestic violence, sexual offences and child protection. Go to a police station close to your home. If you don’t, your case will take longer to process. You’ll go for a medical examination and counseling. ",453,hadii adiga ama ilmahaaga u dhib qabo kaas.   Waalid ka boolisku waxay kuu furayaan kiis in danbi lagaa galay wana in aad booliska u sheegto. Waxa ku helay waxay ku furi kiis boolisku waxay leeyihiin hayado u xilsaaran  arimaha xadgububka galmada iyo difaaca ciyaalka. Booliska kugu dhaw waxanad he;aysa dawo iyo talo,317,489,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Protection,10,difaacida,9,10,"If you’re afraid of more violence or feel threatened, you can go to court and get a protection order. You don’t need a lawyer. A protection order can order your abuser to stop abusing you, to stay away from you or force him/her out of your home. Documents like medical reports and photos of your injuries can help your case. Take them with you to court. With enough proof, you’ll get an interim protection order and suspended warrant of arrest. ",445,Hadaad ka cabsato qalaalse badan ama hanjabaad badan. Waxaad aadi kartaa maxkamada waxayna ku siin difaacid.Codsiya umana baahnid sharci yaqaaan xadgububkana.Hadad laga buriya guriga. Lacalhaday wax kugaran dawac ama wax lamiid aah. waxad gen maxakamaad.leeh cadeen.waxa ladira warqaad xariig.,293,481,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Disobey P.O.,12,armar diidada iyo be o boxska,29,12,"If the abuser disobeys the order, you can get him/her arrested. You’ll need to go back to court a second time. Your abuser must also be there. The court will listen to your case. The court may give you a final protection order. If your abuser disobeys the order, he/she can get arrested.",287,Ku xad gudbuhu haduuna  ahayn mid u  dalabka waad xidhi kartaa.  Marka labaad waa in aad maxkamada walibana waa in uu kula socdo ku xad gudbuhu. Markaas waxaa maxakamadu in ay ku sii so difaac kama danbaysa  waa hadii uuna u hogaansamine dalabka maxkamada  isaga ama iyada markaas waa la xidha.,294,323,,,
,,,,LGBTI & VAWC,12,xuquuqda guriga iyo galmada,27,Trafficking,11,ganacsiga,9,11,Human trafficking happens when people are recruited and taken to another country under a false act. They’re exploited and cannot leave. Trafficked victims are tricked with false promises of good jobs and better lives and forced to work under brutal and inhumane conditions. Human trafficking is a form of modern-day slavery. Call the International Organisation for Migration (IOM) on 0800-555-999 or go to a police station if you know of someone who has been trafficked.,470, Ganacsiga bili adamka waxuu dhacaa kaliya marka dad ay adan wadan. Sharciya ama wax aan sax ahayn uga faa  in ay ka waxayna ugu shaqaystaan. Ahwaxayna  wax kasta  lagu tilmaami karaa casriga ah waxaad la xidshiiidhi kartaa ururada caalamiga ah e socdaalka 0800-555-999 ama aad booliska  waxaaad ogaan cida ku shaqa leh,319,506,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
,,,,,,,,,,,,146,,,,,,,,
,,,,Statelessness,13,bilaa gurga ah,14,Statelessness,13,guri la aanta,13,13,"A stateless person doesn’t have citizenship in any country. You are also at risk of being stateless if your nationality status is undecided. Not all undocumented persons are considered stateless, e.g. when your birth isn’t registered or if you don’t have a birth certificate, ID or passport. ",292, Qaran la aan waa qofka aan lahayn waa qof aan haysan. Mid kastaba qarka u saaran tahay in aad qaran. Aan tahay hadii dhalashadu tahay mid aan lagu go aan qadan taaas maha dhamaan. Qaran la aantu waa tusaale marka adan haysan diwaan galin dhalasho aqoonsi warqada ama baasaboor.,278,328,,,
,,,,Statelessness,13,bilaa gurga ah,14,Risks,5,khatarta,8,5,"An undocumented person risks being stateless when he/she belongs to a certain category or certain factors are present. Examples: birth outside your parents’ country of nationality; death or desertion of your parent(s); irregular migration across international borders; mixed nationality of your parents, loss of clinic cards or records; if you’re close to an international border with high cross-border movement or when the law doesn’t allow you to have dual nationality.",471,Qof aan lahayn sharci waxuu khatar u yahay qaran la aan marka uu helo waxoo guul ah am dhiba. Dhimashada ama ka maqanan ta meel dagaal  ama sugida soo galootinimo. Arimaha goynta xadadka isku darka dhalashooyin warqada oganshahaga  marka ayna kuu samaxayn in aad goyso xadka sababta is la hansha la aanta dhalasho.,314,507,,,
,,,,Statelessness,13,bilaa gurga ah,14,Birth Regstr.,13,diwaan galita dhalmada,22,13,"A birth certificate proves your place of birth and identifies your parent/s. It’s also the most important proof of your nationality. South African citizens born outside SA are entitled to a SA birth certificate. Foreign children born in SA are entitled to a birth certificate. This doesn’t mean they’re SA citizens. Children born in SA must be registered within 30 days otherwise, apply for late birth registration. Applications close in December 2015.",452,Warqada dhalashadu waxay cadaynaysaa goobta aad ku dhalatay waxayna cadaynaysaa walidkaaga.  Dhalashadada  gar ahaan dadka haysta dhalashada SA lkn kayimid macnaheedu maaha in  dhalan ku dhasha wadanka SA. Llagu diwaan galiyo 30cisho hadii kale waa in laga galiyo dhib dhaca ah  la xidhaa bisha dhiseenbar codsiyada.,316,488,,,
,,,,Statelessness,13,bilaa gurga ah,14,Citizenship,11,helida dhalashada,17,11,"You have a claim to SA citizenship if: you were born to a parent with SA citizenship at the time of your birth; you were born in SA to a parent who was a permanent resident of SA at the time of your birth and if you lived in SA until the age of 18; you have been adopted by a SA citizen; applied for and received a certificate of naturalisation from the DHA; were born in SA and have no other citizenship or nationality, or no right to other citizenship or nationality.",469,hadii sheegashadaadu tahay dhalasho k afrika ah ama hadii waalidkaa ku dhashay wadanka  waxaa muhiim ah xiliga dhalashada  iyo goobta aad ku dhalatay ama hadii walidku ahaa mid daganaasho ka helay wadanka oo markaas adna aad dhalatay ama hadii aad ku noolayd wadanka ilaa intii aad ka gaadhay 18 sano waxaad xaq u lahayd dhalasho wadanka ah codso adiga oo raacinaya codsigaaga  si dhexdhexaada  taas oo ka imanaysa waxda sharciyada hubi in ay surta gal tahay qof ku in uu heli karo laba dhalasho,495,505,,,
,,,,Statelessness,13,bilaa gurga ah,14,Legal advice,12,talo sharciga khusaysa,22,12,"If you struggle to register a birth or access nationality in your country of birth, contact LHR on 011-339-1960 or 012-320-2943 for legal advice or assisatnce.",159,"hadii aad la dhiban tahay in aad is diwaan galiso  ama dhalashada wadan kaaga la xidhiidh hayada sharciyaqaanada Q,ADAMAHA U DOODA011-320-2943 caawinta ama waanada",163,195,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
,,,,,,,,,,,,82,,,,,,,,
Tips,4,,0,,,,,,,,,,,,,,,,,
,,,,,0,,,Asylum application,18,codsiga magan galyada,21,18,"The asylum process is hard and can include weeks of queueing. If arrested while waiting for your Section 22 permit, contact LHR for help. If a DHA official asks for a bribe, take down his/her name, physical features, the date and time. Call 0800-601-190 (toll-free) to report anonymously. No need to pay any fees. Renew your Section 22 permit before expiry or risk being arrested/detained/fined. If you use it to get back into your country, you could lose your SA refugee status.",479,warqada magan galyo doonka waa marxalad adag waxay qaadan kartaa todobaado in aad safka ku jirto hadii lagu xidho adiga oo  suga qaybta 22 aad waxaad  la xidhiidh kartaa hayada sharci yaqaanada u dooda xuqquda adamaha si ay kaaga cawiso waxada sharciyada hadii lagu waydiiyo wax laaluush ah soo qor magaceeda wakhitga iyo goobta wac 0800-601-190 wcitaanku waa bilaash wax lacaga lagaama qaadi karo dib u cusboonaysiinta 22 aadka in uu kaa dhaco waa khatar  waanada gali kartaa jeel amaganaax ayaad la kulmi karta waxaana lagugu celin karaa wadankaaga hadii ad lumiso qaxootinimada wadanka,588,515,,,
,,,,,0,,,Permits,7,deganaasha,10,7,Remember to take all original documents with you when renewing your permit. You have the right to question the fine if you think it’s wrongly given to you. Speak to a lawyer if you are worried about it. Permits aren’t renewed automatically. Renew your permit before it expires. You can get arrested if you have an expired permit. Make certified copies and give to family or keep it safe. ,388,Xusuusnow in aad wadato sharcigaga asalka ah  marka aad rabto in aad cusboonaysiiso. Sharciga ah u leedahay waydiiso ganaaxaga. Hadii aad u malayso in ay khal;ad tahay wxad siin karta sharci  si caadiyana sharcigaaga inta uuna dhicin wa lagu xidhi karaa hadii dhaco koobiyo ka samee dadka ehelka ah u dhiibo.,308,424,,,
,,,,,0,,,Support,7,bahida taageere,15,7,"Always ask about a lawyer’s fees before you accept their services. Always ensure your lawyer has the right qualifications. If you’re unsure, contact the Law Society of SA on 012-366-8800. Always carry your valid permit or a certified copy with you – this is proof that you are allowed to stay in SA. Renew your permit on time! If you go to a magistrate’s court, you can ask for ‘legal aid’. You will be able to speak to a lawyer for free.",438,Qareen kaga weydi inatat acbalin adeegoda. Hadaan an hubin waac sherciga SA 012-366-8800. Xadaa sherci wato copi hori u so qado. Cadeen inaad SA sherci kujogtid. Cusboneysii sharci gaga intu sadinin. Hadii ad adid maxkamadaa qareen lahow wa bilaash.,249,474,,,
,,,,,0,,,Right to work,13,xaq u la haansha shaqo,22,13,Your S22 or S24 permit allows you to work. You do not need an additional work permit.,85,qaybta 22 aad ama qaybta 24 aad waxay kuu ogalanaysaa in aad shaqayso  wax kale lagagama baahna,95,121,,,
,,,,,0,,,Health,6,cafimaadka ,11,6,"Feeling ill? Go to a clinic close to your house first. You will get a letter for a hospital if they can’t help you. If there’s an emergency, go straight to hospital. You cannot get HIV through casual contact, like working together, kissing a friend, sharing the same bathroom or kitchen. Contact LoveLife on 0800-121-900; AIDS Helpline on 0800-01-23-22; or AIDS Hotline on 0800-11-06-05 for more info or help. ",410," Xanuun aad xarunta cafimaad e kugu dhaw waxaad ka helaysaa warqad u sahlaysa in aad ado waa hadii anyna wax kuu qaban karin, kiliingu hadii xaalku  toos u aad dhakhtarkamana aha sida xanuunka dilaaga ah. Waxna uma dhinto sxbtinimada  iwm la xidhiidh 0800-121-900  AIDS 0800-01-12-22 AIDS Hotline 0800-11-06-05. Caawis",318,446,,,
,,,,,0,,,Education,9,waxbarashada,12,9,Age groups in schools are flexible. A child may be older than their school friends due to unplanned situations. In most SA government schools a student cannot be more than 2 years older than their grade’s age group. You shouldn’t pay a registration fee at the school. The public school can’t ask your child to leave if you can’t pay.,333,da dhaafka isgoolka waa arin waa arin dabacsan tusaale hadii ilmuhu wayn yahay sida saaxibadii ama ardada waa xalad aan la qorshayn karin ilmhuhu maaha wax ka badan labo sano in uu kor u dhaafo galaaskiisa da ada wax barasho kuma waydiin karaan isgoolka dawlada wax guno ah hadan hayn ilmahana kama caydhin karaan,313,369,,,
,,,,,0,,,Safety,6,amaanka,7,6,"Resettlement is possible in exceptional cases, but not an option for many refugees with SA refugee status. It can take more than a year. You’ll lose your refugee status when you leave SA through voluntary repatriation. It must be safe for you to return to your country. Family reunification applications must be made to the DHA at the RRO. Only the DHA considers family reunification for refugees.",397,"halitaanka dibudajintu waxa uukusalaysanyahay kiisas laqaadankaro oo aad haysato, balse maahan in shaqsikasta oo haysta aqoonsi qaxooti uu kudagdago inuu sharcigiisa beerdareeyo iskuday inaad wadankaaga kunoqoto xili uu nabadyahay hadiikale codsi in qoyskaaga laguu keeno adoo maraya waaxda midaynta qoysaska ee wasaarada arimaha guda waaxda uxilsaaran qaxootiga oo kaliya.",373,433,,,
,,,,,,,,Back,4,noqo,4,4,,,,,,,,
Services Near Me,16,,0,,,,,,,,,102,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
About/ T&Cs,16,,0,,,,,,,,,,,,,,,,,
,,,,Read T&Cs,9,udiyaar garawga nadamka iyo shurucda,36,Guide,5,sharciyada,10,5,This mobile info system is only a guide. It isn’t the same as complete legal advice. Users should contact a law clinic for complex issues. LHR will not be liable for any loss from actions taken as a result of this service. ,223,"nadaamka akhbaarta e talafoonka maha mid isku mida ah dhamaystirka waano sharciya  istimaalayaashu waxay la xidhiidhayaan  sharci caawiyaha sida xarumaha muwdhuucyada h,sh.adamaha mana diyariyaan kaliya ficilada e waxay ku xidhantahay  najiidada adeegan",253,259,,,
,,,,Read T&Cs,9,udiyaar garawga nadamka iyo shurucda,36,Confidential,12,kalsoonida,10,12,Your registration and personal details are confidential and safe. These details will only be used when you’ve made a follow up request or report to Lawyers for Human Rights. ,174,diwaan galinta iyo qaabka sharaxaadu waa amaan waxaana istimalaya kaliya marka aad dhamayso lana soco halkan wa codsi ama wargalin sharciyaqaanada u dooda xuquuqda adamaha,171,210,,,
,,,,Read T&Cs,9,udiyaar garawga nadamka iyo shurucda,36,Costs,5,qiimaha,7,5,"The registration for this service is free, as is the actual mobile application. You will only be charged according to USSD data fees per their usage. ",150,diwaan galinta adeega waa bilaash  runtii moobilka ayaa laga codsadaa waxayna ku xidan tahay inta u kaa goosto baaqi hayaha telefonkaagu wakhtiga aad istimaalayso,162,186,,,
,,,,Read T&Cs,9,udiyaar garawga nadamka iyo shurucda,36,Termination,11,joojinta ama dhamaynta,22,11,"This service is brought to you by Lawyers for Human Rights, and LHR reserves the right to terminate the usage of this service if you or any user is deemed to be abusing it. ",173,adeegu waxuu kaaaga yimid sharci yaqaanada u dooda ququuqda adamaha sidoo kle shxuquuqda  adamhu waxay istimaalaka adeega si sharciya loomana baahna in aad u isticmaasho si xadgudub ah,184,209,,,
,,,,,,,,Back,4,kanoqo,6,4,,,,,,,,
,,,,,,,,,,,,57,,,,,,,,
,,,,About LHR,9,arimaha khuseeya hayada qux. adamaha,36,What is LHR?,12,waa maxay H.X.IYO SHARCIYADA,28,12,"Lawyers for Human Rights is a NGO. We aim to promote awareness, protection and enforcement of legal and human rights. Our services are free of charge subject to the means test.",176,sharci yaqaanada  udooda quqquda adama waa hayad aan dawli ahayn waxaan caawinaa cida aan u aqoonsano in u bahantahy  adeeganagu waa bilaash qudobee ama tijaabi si aad u hubiso,176,212,,,
,,,,About LHR,9,arimaha khuseeya hayada qux. adamaha,36,Contact LHR,11,wachayada xuquuda e sharciyaqanada,34,11,"Should you require more information or assistance, please visit www.lhr.org.za or call Lawyers for Human Rights on 011-339-1960 or 012-320-2943.",144,miyaad dalbanaysaa wax caawin ah ama miyaad qabtaa  wax su aal ah fadlan booqo www.lhr.orh.za wac sharciyaqaanada u dooda xuquuda adamaha 11-339-1960 ama 012-320-2943,166,180,,,
,,,,,,,,Back,4,kanoqo,6,4,,,,,,,,
,,,,,,,,,,,,39,,,,,,,,
Change settings,15,,0,,,,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,,,,,,
