lang,topic,question,answer
fr,Apatridie,Enregistrement des naissances,"Un certificat de naissance identifie vos origines. C'est la plus importante preuve de votre nationalite. Les sud - africains nes en dehors du pays ont droit d' avoir un cetrificat de naisance de  RSA. Les enfants etrangers nes en RSA ont droit au certificat de naissance. ce qui ne veut pas dire qu'ils ont la citoyennete sud-africaine. Les enfants nes en RSA doivent etre enregistres avec DHA dans les 30 jours de naissance, si non, il faut postuler pour l'enregistrement tardive. Des demandes pareilles seront fermees deuis decembre2015."
fr,Apatridie,Citoyennete,"Vous pouvez reclamer la  nationalite sud-africaine si, vous etes nes des parents sud-africains, nes au moment ou les parents etaient residents permanents en RSA, aussi si vous avez vecus en RSA jusqu' a l' ege de 18 ans, adoptes par les parents sud- africains,nes en RSA sans autre citoyennete, ou pas permis d' avoir autre citoyennete. "
fr,Apatridie,Conseil juridique,"Si vous avez des difficultez pour enregistrer une naissance ou l' acces a la nationalite dans le pays ou vous etes nes, contactez la LHR sur 011 339 1960/ 012 320 2943.Pour une l'assistance / conseil."
so,bilaa gurga ah,khatarta,Qof aan lahayn sharci waxuu khatar u yahay qaran la aan marka uu helo waxoo guul ah am dhiba. Dhimashada ama ka maqanan ta meel dagaal  ama sugida soo galootinimo. Arimaha goynta xadadka isku darka dhalashooyin warqada oganshahaga  marka ayna kuu samaxayn in aad goyso xadka sababta is la hansha la aanta dhalasho.
so,bilaa gurga ah,diwaan galita dhalmada,Warqada dhalashadu waxay cadaynaysaa goobta aad ku dhalatay waxayna cadaynaysaa walidkaaga.  Dhalashadada  gar ahaan dadka haysta dhalashada SA lkn kayimid macnaheedu maaha in  dhalan ku dhasha wadanka SA. Llagu diwaan galiyo 30cisho hadii kale waa in laga galiyo dhib dhaca ah  la xidhaa bisha dhiseenbar codsiyada.
so,bilaa gurga ah,helida dhalashada,hadii sheegashadaadu tahay dhalasho k afrika ah ama hadii waalidkaa ku dhashay wadanka  waxaa muhiim ah xiliga dhalashada  iyo goobta aad ku dhalatay ama hadii walidku ahaa mid daganaasho ka helay wadanka oo markaas adna aad dhalatay ama hadii aad ku noolayd wadanka ilaa intii aad ka gaadhay 18 sano waxaad xaq u lahayd dhalasho wadanka ah codso adiga oo raacinaya codsigaaga  si dhexdhexaada  taas oo ka imanaysa waxda sharciyada hubi in ay surta gal tahay qof ku in uu heli karo laba dhalasho
so,bilaa gurga ah,talo sharciga khusaysa,"hadii aad la dhiban tahay in aad is diwaan galiso  ama dhalashada wadan kaaga la xidhiidh hayada sharciyaqaanada Q,ADAMAHA U DOODA011-320-2943 caawinta ama waanada"
sw,Utaifa,Hatari,"Mtu bila kitambulisho anaweza kukosa utaifa wake kama ana jamii au kundi fulani. Kwa mfano: kuzaliwa nje ya nchi asili ya wazazi'; kifo au kupoteleana na wazazi. kawaida uhamaji wa mipaka kimataifa; kuwa na wazazi wenye uraia tofauti, kupoteza kadi ya kliniki; kama uko karibu ya  mipaka ya kimataifa au sheria haikuruhusu utaifa mbili."
sw,Utaifa,Usajili wa kuzaliwa,"Cheti cha kuzaliwa huonyesha mahali pa kuzaliwa na hubainisha wazazi. Ni ushaidi  muhimu wa uraia. Raia wa SA waliozaliwa nje ya SA wanakuwa na haki ya cheti cha SA .Watoto wa kigeni walizaliwa SA wana haki ya kuwa cheti cha Kuzaliwa , lakini haimanishi ni raia wa SA. Watoto lazima wasajiliwe ndani ya siku 30, maombi ya usajili wa kuchelewa  utakoma  katika  Decemba 2015."
sw,ukosefu wa utaifa,Uraia,"Unaweza kudai uraia wa SA kama: Umezaliwa na mzazi ana uraia wa SA wakati alipokuzaa; umezaliwa SA na mzazi ambaye ana kibali cha kukaa muda mrefu na wewe uliishi SA hadi  uko na umri wa miaka 18; umepitishwa na raia SA.; uliomba vyeti ya uraia kwa DHA na ukapewa ;  umezaliwa SA na hauna utaifa nyengine, huna haki ya utaifa au uraia nyingine."
sw,Utaifa,Shauri za  kisheria,"Kama una shida ya kupata cheti cha kuzaliwa au kupata utaifa katika  nchi yako asili,pigia LHR kwa 011-339-1960 au 012-320-2943 kwa ushauri au  usaidizi kisheria."
fr,Travail,"Travail lindependant
",Enregistrer votre business a la CIPC. Informez-vous s'il faut une licence delivre par la municiplaite pour un peu d'ragent.vous aurez besoin d'un copie de votre permis et les autres  documents exiges tels que le certificat d'inspection sur la Sante et Securite. Ne corrompez pas un officier lorsque votre business repond a toutes les conditions. Vous aurez votre licence et commencer ez le business. Un officier de Sante & Securite/H&S  pourra inspecter l' emplacement de votre business. Veuillez respecter les lois de H&S. Renouvellez votre permis quand ca expire.  
fr,Travail,Lois des provinces," Informez-vous sur la loi provinciale de RSA de votre businsees anticipe. KZN/Limp/Mpum/NW:  un permis/ un certificat / licence de la H&S. Limp: Un permis de 1 ans renouvelable 1 mois avant son expiration si non, vous risquez l'emrisonement ou amendes. KZN: ne pas modifier sans permission l' immeuble ou est base votre commerce. Mpum: les colpolteurs/vendeurs/venduers de rue n' ont pas  besoin de licence mais doive avoir l'evidence de leur appartement du post de vente. Gauteng: Contactez LHR pour une copie des lois.Voir Services Utiles.  "
fr,Travail,Reglementations de la Cite,"Par-Lois/By-laws: c'est la lois de la municipalite, qui y controle les affaires & services. Il faut s'informer de ces lois avant d'y faire le business.Conseil: Il est important de respecter ces lois si non, vous risquez l'emprisonement ou la perte de vos biens.Pour plus d' info sur ces lois, voir: www.capetown.gov.za  www.tshwane.gov.za, www.durban.gov.za,www.nelsonmandelabay.gov.za ou www.joburg.org.za "
fr,Travail,Securite/Enseignant,"Les officiers de securite ou gardiens des voitures doivent se faire enregistrer avec PSIRA.Les citoyens de la RSA, residents peprmanents et refugies exemption peuvent travailler comme guardes.Les enseignants des ecoles publiques devront evaluer leurs diplomes avec SAQA et vous faire enrigistrer avec le Conseil sud-africain des Educateurs /SACE.Cette evaluation ne vous guarrantit pas du travail.Visitez: www.sace.org"
fr,Travail,Infirmier,Les refugies ayant des diplomes d' infirmier etrangers devront etre enregistres a la SANC.Visitez: www.co.za Pour la list de tous documents a presenter. 
fr,Travail,Docteur,"Les refuges - idocterus en medecine peuvent demander l'enregistrement en RSA.Le DOH emploi les docteurs etrangers ayant des bonnes qualifications & experience dals les hopitaux  ou gouvernements.Enregistrez-vous au FWMP sur 0123120467. Vous avez besoin de l'offre d'emploi du gouvernement, hopital ou depaartement de la sante. Faites la demande de la reconnaissance formelle pour vous faire enregistrer  avec le  Conseil de Profession Medicale en RSA sur 0123389350.  "
fr,Travail,Discrimination,"Il y a des lois qui vous protegent en milieu de tavail contre la discrimination et le traitement injuste au travail. Votre employeur ne peut pas vous discriminer par ce que vous etes immigrant.Les lois vous y protegent ainsi que vons heures minimum de travail, jours de conge , salaire et voies de votre renvoi du travail."
fr,Travail,Reclamations de l' UIF/CF,"Vous pouvez reclamer votre frais de chomage/UIF si votre travail est termine ou si vous avez un nouveau-ne.Vous besoin d'un ID de 13 chiffres pour faire cela. Si un accident vous arrive au travail et que vous etes touches ou infectes ou devenez invalide, le Fond de Compensation vous payera quelques frais. En cas de deces vos dependants recevront de l' argent.Le fond de compensation payera les frais medicaux."
so,shaqada,lahaanshaha ganacasi, Ganacsigaaga waxda ganacsiyada hel ogolaansh. Waxa laga heli kara hoose bixi iyar oo ah koobiga dagansha haga iyo wax yalo.Sida arimo cafimaad.Amaan kormeer ha samayn laluush gaar ahaan marka loga baahda wax wad heli fasax in aad la socoto shuruucda markasta hubi wakhtiga dgicitaankaga ogolaanshaga.
so,shaqada,xeerka gobolka,hubso sharciga gobalka aad joogto ama aad rabto in aad ka ganacsato sida darban ama linboobo/buumalanga/waqooy/w/galbeed waxaad u baahan tahay aqoonsi caafimaad xaqiijinta arimaha amaanka sharcigana cusboonaysiin inta uuna dhicin hal bili ka hor hadii klae waxaa suurta gal ah ganaax ama xabsi in aad la kulanto  darban ma awoodid in aad badasho guriga ganacsiga fasax la aan gacansiga guriga hortiisa ama wadada uma baahnid liisan lkn  waxaad u baahan tahay in aad cadayso in ay tahay goob adeeg gaar ahaan markaad  gobalkan khawteen waxaad la xidhiidhi kartaa hayada u dooda sharciyaqaanada xuquuqda adamaha  adiga oo wata koobiga sharcigaaga iyo waxaayalaha muhiimka ah 
so,shaqada,xeerka magaalo,sharciga dawlada hoose waxaa lagu yeedhi karaa sharci xadidaada sida ganacsiga  iyo adeega kale sida shaqada goobaha ay adeega ka bixiso waxaa lagu xish meeyaa sharciga dawlada hoose hadad rabto in aad ganacsato TALO muhiim ah si aad u adeecdo dhaman sharcigayada lagaaga baahan yahay hadadn la socon sharciga waxaad lumisay hantidada ama waxaad kasbatay xabsi  waxaalaha  kugu haboon dhinaca sharciga waxaad la xidhiidhaa www.capetown.gov.za   www.tshawane.gov.za  www.durban.gov.za www.nelsonmandelabay.gov.za  www.joburg.gov.za
so,shaqada,amaanka iyo macalinka,amaanka ama ilaalada  waa in aad la xidhiidho shirkada gaarka loo leeyahay ee amanka waxaa aad kula shaqayn kara kuwa haysta dhalashada konfur africa ama daganaasho rasmi ah sidoo kale qaxootiga awooda u leh in ay buuxiyaan shuruudaha waxay ku shaqayn karaan sida macalinka hadii aad tahay mid ku shaqayna ya macalinimo dad waynha ah waa in aad hubiso tayadada macalinimo waxada qaabilsa(kaht)saqa) hayadaas ma xaqiijin karto in aad heli shaqo waxaa kale ood iska dawaan galin kartaa (waxada u qabil san k afrika waxbarashada)waxanad boqan karta www.sace.org.za in badan o wara
so,shaqada,kalkalisada cafimadka,qaxootiga awooda u leh in ay noqdaan kalkaaliso caafimaad waxay iska dawaan galin karaan(sanc)waxda dawaan galinta kalkaalisooyinka k afika)waxaad ku gudbin kartaa shahaadooyikaga www.sanc.co.za waxaanda u bahan thy in aad gudbisao liiska dhan
so,shaqada,dhakhtarka,Daxatirto heystaan sharciga caxotiga SA. Waxaa cafimaadka u ah in ey letyihin wayo-aragnimo. Diwaan isbitalada iyo barnamijada 012-312-0467 hadii ad do neyso shaqa iyo xaruunta cafimadka. Xayeysin u furo FWMP o shaqo iro xayaysin. Isko so roof xaruunta cafimadka SA 012-338-9350.
so,shaqada,midab takoorka, Wadanka SA waxaad xaq u leedahy in aad hesho difaaca midab ama hanjabaad. Marka aad  joogto  shaqo  cida aad la shaqaynyaso kuma  takoori karaan sababtoo ah tahay sharciguna. Sharciguna difaacayaa shaqo mushahar kaaga iyo sababta aad ku wayday.
so,shaqada,helitaanka xuquuqda canshuuraha naftaada ,waxaad sheegan kartaa waxii khuseeya dhawac goobta shaqada ama in ay ilmaha wax kaa soo gaadheen ama aad shaqo laan  ad tahay ama xanuun ku hayo shaqada dhexdeeda ama ama aad laxaad beeshay waxaa bixinaya waaxda magdhawga  xataa haddii aad dhimato ama aad hdaawacabto waxayna kaa cawinayaan dawada iwm
sw,Kazi,Mwenye Biashara,"Sajili biashara yako na CIPC. Jua liseni kupata kwa municipality na bei nafuu. Unahitaji copy ya kibali na ziada kama afya & usalama (H&S) ukiguzi vyeti. Utapata liseni na uanze biashara. A H&S afisa aeza chunguza tovuti. Unajitaji H&S sheria kila wakati. Angalia tarehe ya liseni kabla kuanguka. Andikisha biashara yako katika CIPC . Uliza Kama inahitaji leseni, ambao inapatikana  katika manispaa kwa ada ndogo. Unahitaji nakala za kibali chako na nyaraka mbali mbali zaidi   kama  Vyeti vya ukaguzi wa Idara ya Afya na Usalama ( H & S ) . Usilipe rushwa! ! Wakati biashara yako inaeneza mahitaji yote , utapata leseni na unaweza kuanza biashara . Afisa wa H & S anaweza kukagua eneo la  biashara yako. Unahitaji kufuata  sheria za H&S wakati wote. Angalia leseni itaisha  tarehe gani na uifanye  upya  kwa wakati."
sw,Kazi,Sheria za Jimbo,"Angalia sheria za biashara majimbo ya SA. KZN/Limpopo/Mpumalanga/North West unahitaji liseni inuruhusiwa na Afya &Usalama  . Limp: Liseni iko mwaka 1. Fanya Upya mwezi 1 kabla  iishe au utafainiwa/fugungwa. KZN: Huwezi  kubadilsha mjendo kwa biashara bila ruhusa.Mpum : wachuuzi wa mitaani hawana haja ya leseni, lakini haja uthibitisho kwamba walipewa  ruhusa ya kufanya biashara  katika maeneo hao . Gauteng : Wasiliana na  LHR kwa kupata nakala ya sheria . Ongalia 'Huduma Muhimu'."
sw,Kazi,Sheria ndogo ndogo za mji,"Sheria ya munisipaa inaitwa sheria ndogo ndogo za mji. Zinahusika na  biashara na huduma ya miji. Jua sheria ya munisipaa  unaofanyia biashara. Mwanga : Ni muhimu kutii sheria. Usipofuata sheria, unaweza poteza mali yako au kufungwa.Kwa sheria zianozohusika  ongalia: www.capetown.gov.za, www.tshwane.gov.za, www.durban.gov.za, www.nelsonmandelabay.gov.za au www.joburg.org.za"
sw,Kazi,Mlinzi / Mwalimu,"MLINZI / MLINZI WA MAGARI : Lazima ujiandikishe katika PSIRA .  Raia wa SA , Wakazi   na wakimbizi  ambao wana kinga ya kudumu wanaweza kufanya kazi kama walinzi. MWALIMU : Kama wewe ni mwalimu wa shule za umma  unahitaji kuangalia  vyeti vyako vya kimataifa kama vinafaa katika Mamlaka SA Sifa ( SAQA ). Tathmini ya SAQA haina dhamana ya kukupa kazi.  Pia jiandikishe na  Baraza la waelimishaji SA( Saces ). Nenda www.sace.org.za kwa maelezo zaidi."
sw,Kazi,Muguuzi,Wakimbizi wenye fuzu wa uuguzi wasajili na South African Nursing Counsil (SANC). Nenda www.sanc.co.za kwa hati unasajili.
sw,Kazi,Daktari,"Madaktari wakimbizi waeza kusajili udaktari SA. Idara ya Afya (DOH) huajiri madaktari wageni wenye sifa & uzoefu wa hospitali za serikali. Sajili na Foreign Workforce Managment Programme kwa 012-312-0467  upate kazi hospitali za  serakalini.  au Idara ya  afya. Omba mhuri kwa FWMP. Ukipata Kazi na mhuri,omba sajili na Health Professions Counsil of SA kwa  012-338-9350."
sw,Kazi,Ubaguzi,"Sheria SA inakataza ubaguzi au unyanyasaji kazini. Mwajiri hawezi kufanya ubaguzi kazini kwamba uko mgeni. Sheria hulinda wewe dhidi ya ubaguzi. Sheria pia inalinda wewe  masaa yako ya kazi, rikizo, mshahara na njia wewe ni ungefukuzwa kazini."
sw,Kazi,Madai ya UIF/CF,"Unaweza kudai kutoka UIF ukikaa bila ajira kwa sababu uko mgonjwa au ulijifungua. Unahitaji ID ya numbari13 ili udai.Kama uliambukizwa na magonjwa  kazini au  kuwa mlemavu, Mfuko wa fidia hulipa. Kama ukifa kwa sababu ya majeruha wategemezi watalipwa hela. Fedia ya fedha watalipa bili za matibabu."
